phase,event,onset,offset,trial_number,game,image,outcome,choice,correct,rt,letter,match,response,option,true_value,true_position,recalled_position,
encoding,fixation,9.954634333960712,10.976167250075378,1,1,Object_Land_Pattern_Small,-3,,,,,,,,,,,
encoding,image,10.9763094590744,11.999344125040807,1,1,Object_Land_Pattern_Small,-3,,,,,,,,,,,
encoding,value,11.999467667075805,18.015831709024496,1,1,Object_Land_Pattern_Small,-3,,,,,,,,,,,
encoding,attention,18.015950542059727,21.085277916979976,1,1,Object_Land_Pattern_Small,-3,-3,1,1.5182182079879567,,,,,,,,
encoding,fixation,21.08544279204216,22.590588417020626,2,1,Animal_Sea_Solid_Large,-9,,,,,,,,,,,
encoding,image,22.59072004200425,23.603304333984852,2,1,Animal_Sea_Solid_Large,-9,,,,,,,,,,,
encoding,value,23.603416542056948,29.616110792034306,2,1,Animal_Sea_Solid_Large,-9,,,,,,,,,,,
encoding,attention,29.616272667073645,32.63480904197786,2,1,Animal_Sea_Solid_Large,-9,-9,1,1.1170002500293776,,,,,,,,
encoding,fixation,32.63496850000229,33.39198829198722,3,1,Object_Sea_Pattern_Large,1,,,,,,,,,,,
encoding,image,33.39211483404506,34.404826209065504,3,1,Object_Sea_Pattern_Large,1,,,,,,,,,,,
encoding,value,34.404941334039904,40.41689254203811,3,1,Object_Sea_Pattern_Large,1,,,,,,,,,,,
encoding,attention,40.417022875044495,43.43499774998054,3,1,Object_Sea_Pattern_Large,1,+1,1,2.125793791958131,,,,,,,,
encoding,fixation,43.43514816707466,43.94135358405765,4,1,Animal_Sea_Pattern_Large,3,,,,,,,,,,,
encoding,image,43.941471375059336,44.9520132499747,4,1,Animal_Sea_Pattern_Large,3,,,,,,,,,,,
encoding,value,44.95213275006972,50.96275462501217,4,1,Animal_Sea_Pattern_Large,3,,,,,,,,,,,
encoding,attention,50.96288183401339,53.97996508399956,4,1,Animal_Sea_Pattern_Large,3,+3,1,1.7240637090289965,,,,,,,,
encoding,fixation,53.980126750073396,55.48598495905753,5,1,Animal_Land_Solid_Small,9,,,,,,,,,,,
encoding,image,55.48608974996023,56.49719420901965,5,1,Animal_Land_Solid_Small,9,,,,,,,,,,,
encoding,value,56.49733250006102,62.50822199997492,5,1,Animal_Land_Solid_Small,9,,,,,,,,,,,
encoding,attention,62.50835370901041,65.53060545900371,5,1,Animal_Land_Solid_Small,9,+9,1,1.629950916976668,,,,,,,,
encoding,fixation,65.5307607089635,67.03590187500231,6,1,Object_Land_Solid_Small,-4,,,,,,,,,,,
encoding,image,67.0360048749717,68.0474169170484,6,1,Object_Land_Solid_Small,-4,,,,,,,,,,,
encoding,value,68.04752420901787,74.06072545901407,6,1,Object_Land_Solid_Small,-4,,,,,,,,,,,
encoding,attention,74.06083995907102,77.08043895906303,6,1,Object_Land_Solid_Small,-4,-4,1,0.6712837079539895,,,,,,,,
n-back,,,,1,1,,,,1,None,N,False,None,,,,,
n-back,,,,2,1,,,,1,None,N,False,None,,,,,
n-back,,,,3,1,,,,1,None,B,False,None,,,,,
n-back,,,,4,1,,,,1,None,B,False,None,,,,,
n-back,,,,5,1,,,,0,None,B,True,None,,,,,
n-back,,,,6,1,,,,0,None,B,True,None,,,,,
n-back,,,,7,1,,,,1,None,V,False,None,,,,,
n-back,,,,8,1,,,,1,None,C,False,None,,,,,
n-back,,,,9,1,,,,1,1.2570517499698326,V,True,1,,,,,
n-back,,,,10,1,,,,0,None,C,True,None,,,,,
n-back,,,,11,1,,,,1,None,N,False,None,,,,,
n-back,,,,12,1,,,,0,0.7243373750243336,B,False,1,,,,,
n-back,,,,13,1,,,,0,None,N,True,None,,,,,
n-back,,,,14,1,,,,1,None,C,False,None,,,,,
n-back,,,,15,1,,,,1,None,V,False,None,,,,,
n-back,,,,16,1,,,,0,0.6718570409575477,B,False,1,,,,,
n-back,,,,17,1,,,,1,0.6523382499581203,V,True,1,,,,,
n-back,,,,18,1,,,,1,0.8593144590267912,B,True,1,,,,,
n-back,,,,19,1,,,,1,None,C,False,None,,,,,
n-back,,,,20,1,,,,0,1.323767250054516,N,False,1,,,,,
n-back,,,,21,1,,,,1,None,X,False,None,,,,,
n-back,,,,22,1,,,,1,0.6339037920115516,N,True,1,,,,,
n-back,,,,23,1,,,,1,None,B,False,None,,,,,
n-back,,,,24,1,,,,1,0.8183013750240207,N,True,1,,,,,
n-back,,,,25,1,,,,1,None,Z,False,None,,,,,
n-back,,,,26,1,,,,1,None,X,False,None,,,,,
n-back,,,,27,1,,,,0,0.9475992920342833,X,False,1,,,,,
n-back,,,,28,1,,,,1,None,N,False,None,,,,,
n-back,,,,29,1,,,,1,None,V,False,None,,,,,
n-back,,,,30,1,,,,1,0.7766715419711545,N,True,1,,,,,
choice,fixation,157.22452470904682,158.48101004201453,1,1,,,,,,,,,Object,,,,
choice,option,158.49273025000002,160.28393504198175,1,1,,,,,,,,,Object,,,,
choice,choice,160.28406970901415,174.46475345897488,1,1,,,2,1,13.168106249999255,,,,Object,,,,
choice,fixation,174.46489800000563,175.72005529201124,2,1,,,,,,,,,Pattern,,,,
choice,option,175.72967079200316,176.75705854198895,2,1,,,,,,,,,Pattern,,,,
choice,choice,176.75720016704872,183.85494691703934,2,1,,,1,1,6.087658665957861,,,,Pattern,,,,
choice,fixation,183.85509633400943,185.36034720903262,3,1,,,,,,,,,Sea,,,,
choice,option,185.36907445907127,186.3957360839704,3,1,,,,,,,,,Sea,,,,
choice,choice,186.39585204201285,189.87022787507158,3,1,,,1,0,2.464686958002858,,,,Sea,,,,
choice,fixation,189.87046470900532,190.37545024999417,4,1,,,,,,,,,Land,,,,
choice,option,190.38416812499054,191.41103712504264,4,1,,,,,,,,,Land,,,,
choice,choice,191.41115558403544,193.43024087499361,4,1,,,1,1,1.0098072909750044,,,,Land,,,,
choice,fixation,193.4303607500624,193.935912459041,5,1,,,,,,,,,Solid,,,,
choice,option,193.9454788750736,194.9746175420005,5,1,,,,,,,,,Solid,,,,
choice,choice,194.97472599998582,199.83187770901714,5,1,,,2,1,3.8478082079673186,,,,Solid,,,,
choice,fixation,199.8320215420099,201.08731820899993,6,1,,,,,,,,,Small,,,,
choice,option,201.09682270896155,202.12535383400973,6,1,,,,,,,,,Small,,,,
choice,choice,202.12546908401418,204.91004941705614,6,1,,,1,1,1.7747465840075165,,,,Small,,,,
choice,fixation,204.9101740840124,205.9150782499928,7,1,,,,,,,,,Animal,,,,
choice,option,205.92450012499467,206.95157362497412,7,1,,,,,,,,,Animal,,,,
choice,choice,206.9517089590663,208.82450687501114,7,1,,,1,1,0.8609098329907283,,,,Animal,,,,
choice,fixation,208.82463237503543,209.82958116696682,8,1,,,,,,,,,Large,,,,
choice,option,209.83834391704295,210.86638133402448,8,1,,,,,,,,,Large,,,,
choice,choice,210.86649416701403,212.93493125005625,8,1,,,2,1,1.0589124999241903,,,,Large,,,,
memory,free_recall,256.4101088340394,295.3620633339742,0,1,,,,,,,,,,,,,
memory,value_recall,334.82567312498577,342.0824967090739,1,1,Animal_Sea_Solid_Large,,,,7.253591499989852,,,,,-9,,,
memory,value_recall,343.87973562499974,347.94671383406967,2,1,Animal_Land_Solid_Small,,,,4.0625250830780715,,,,,9,,,
memory,value_recall,349.49200158403255,354.96120337501634,3,1,Object_Sea_Pattern_Large,,,,5.465220124926418,,,,,1,,,
memory,value_recall,357.00842275004834,360.00064870901406,4,1,Object_Land_Pattern_Small,,,,2.9880762920947745,,,,,-3,,,
memory,value_recall,361.7971071669599,365.9064376669703,5,1,Object_Land_Solid_Small,,,,4.105095084058121,,,,,-4,,,
memory,value_recall,367.20290162507445,370.1471725839656,6,1,Animal_Sea_Pattern_Large,,,,2.940170207992196,,,,,3,,,
memory,spatial_recall,387.21555362502113,395.0408018750604,6,1,Animal_Sea_Pattern_Large,,,0,7.821176832891069,,,,,,"[329, -190]","[-329, -190]",
memory,spatial_recall,396.8479271669639,404.075870458968,6,1,Animal_Sea_Solid_Large,,,0,7.223776791943237,,,,,,"[0, -380]","[329, -190]",
memory,spatial_recall,405.13400070904754,409.0918379169889,6,1,Object_Land_Pattern_Small,,,1,3.9513276669895276,,,,,,"[0, 380]","[0, 380]",
memory,spatial_recall,410.8972379589686,413.6578380840365,6,1,Animal_Land_Solid_Small,,,1,2.7561278329230845,,,,,,"[-329, 190]","[-329, 190]",
memory,spatial_recall,414.9635143340565,418.67493491701316,6,1,Object_Land_Solid_Small,,,1,3.707233167020604,,,,,,"[329, 189]","[329, 189]",
memory,spatial_recall,419.97872474999167,423.0362196250353,6,1,Object_Sea_Pattern_Large,,,1,3.0528081250377,,,,,,"[-329, -190]","[-329, -190]",
encoding,fixation,8.988160875043832,9.993717292090878,7,2,Object_Sea_Pattern_Small,7,,,,,,,,,,,
encoding,image,9.993817834067158,11.005476292106323,7,2,Object_Sea_Pattern_Small,7,,,,,,,,,,,
encoding,value,11.005584167083725,17.017502125003375,7,2,Object_Sea_Pattern_Small,7,,,,,,,,,,,
encoding,attention,17.017628584057093,20.036447999998927,7,2,Object_Sea_Pattern_Small,7,+7,1,0.9486256249947473,,,,,,,,
encoding,fixation,20.036596167017706,21.29171512508765,8,2,Animal_Land_Pattern_Small,-2,,,,,,,,,,,
encoding,image,21.291818334022537,22.302895084023476,8,2,Animal_Land_Pattern_Small,-2,,,,,,,,,,,
