phase,event,onset,offset,trial_number,game,image,outcome,choice,correct,rt,letter,match,response,option,true_value,true_position,recalled_position,
encoding,fixation,6.569005082943477,7.584954541991465,1,1,Animal_Land_Solid_Small,4,,,,,,,,,,,
encoding,image,7.585071666981094,8.605526375002228,1,1,Animal_Land_Solid_Small,4,,,,,,,,,,,
encoding,value,8.605644666939043,14.62252362491563,1,1,Animal_Land_Solid_Small,4,,,,,,,,,,,
encoding,attention,14.622633249964565,17.639948625001125,1,1,Animal_Land_Solid_Small,4,+4,1,1.1180867919465527,,,,,,,,
encoding,fixation,17.640109332976863,18.895083499955945,2,1,Object_Land_Pattern_Large,-2,,,,,,,,,,,
encoding,image,18.895188791910186,19.907240374945104,2,1,Object_Land_Pattern_Large,-2,,,,,,,,,,,
encoding,value,19.907348832930438,25.920286999898963,2,1,Object_Land_Pattern_Large,-2,,,,,,,,,,,
encoding,attention,25.92039695789572,28.93971999990754,2,1,Object_Land_Pattern_Large,-2,-2,1,1.0443737920140848,,,,,,,,
encoding,fixation,28.939863582956605,29.945027791894972,3,1,Animal_Sea_Solid_Large,7,,,,,,,,,,,
encoding,image,29.94513270794414,30.95674395794049,3,1,Animal_Sea_Solid_Large,7,,,,,,,,,,,
encoding,value,30.95686583290808,36.969216333003715,3,1,Animal_Sea_Solid_Large,7,,,,,,,,,,,
encoding,attention,36.969359124894254,39.98920379194897,3,1,Animal_Sea_Solid_Large,7,+7,1,0.6337350839748979,,,,,,,,
encoding,fixation,39.98936041700654,40.49441162496805,4,1,Object_Sea_Solid_Small,-9,,,,,,,,,,,
encoding,image,40.494524249923415,41.50465399993118,4,1,Object_Sea_Solid_Small,-9,,,,,,,,,,,
encoding,value,41.504776374902576,47.51696566690225,4,1,Object_Sea_Solid_Small,-9,,,,,,,,,,,
encoding,attention,47.51708149991464,50.53550783300307,4,1,Object_Sea_Solid_Small,-9,-9,1,1.2319126250222325,,,,,,,,
encoding,fixation,50.535654624924064,51.29054787498899,5,1,Animal_Land_Pattern_Large,-4,,,,,,,,,,,
encoding,image,51.29066291695926,52.30168891698122,5,1,Animal_Land_Pattern_Large,-4,,,,,,,,,,,
encoding,value,52.301817082916386,58.31348808296025,5,1,Animal_Land_Pattern_Large,-4,,,,,,,,,,,
encoding,attention,58.313599874963984,61.331250957911834,5,1,Animal_Land_Pattern_Large,-4,-4,1,0.8574111250927672,,,,,,,,
encoding,fixation,61.33140841696877,62.83642658300232,6,1,Object_Sea_Pattern_Small,4,,,,,,,,,,,
encoding,image,62.83653762494214,63.84755824995227,6,1,Object_Sea_Pattern_Small,4,,,,,,,,,,,
encoding,value,63.84766920795664,69.85975587496068,6,1,Object_Sea_Pattern_Small,4,,,,,,,,,,,
encoding,attention,69.85986583295744,72.8772759999847,6,1,Object_Sea_Pattern_Small,4,+4,1,1.7534042079932988,,,,,,,,
n-back,,,,1,1,,,,1,None,X,False,None,,,,,
n-back,,,,2,1,,,,1,None,X,False,None,,,,,
n-back,,,,3,1,,,,1,None,Z,False,None,,,,,
n-back,,,,4,1,,,,1,None,C,False,None,,,,,
n-back,,,,5,1,,,,1,None,N,False,None,,,,,
n-back,,,,6,1,,,,1,None,X,False,None,,,,,
n-back,,,,7,1,,,,1,None,B,False,None,,,,,
