phase,event,onset,offset,trial_number,game,image,outcome,choice,correct,rt,letter,match,response,option,true_value,true_position,recalled_position,
encoding,fixation,11.897035917034373,12.913695000112057,1,1,Object_Land_Solid_Small,8,,,,,,,,,,,
encoding,image,12.913829083088785,13.934452875051647,1,1,Object_Land_Solid_Small,8,,,,,,,,,,,
encoding,value,13.934584458125755,19.954782042186707,1,1,Object_Land_Solid_Small,8,,,,,,,,,,,
encoding,attention,19.95493808318861,22.977208125172183,1,1,Object_Land_Solid_Small,8,-5,0,2.57289908407256,,,,,,,,
encoding,fixation,22.977352375164628,23.9823904579971,2,1,Object_Sea_Solid_Small,-2,,,,,,,,,,,
encoding,image,23.982544375117868,24.993196125142276,2,1,Object_Sea_Solid_Small,-2,,,,,,,,,,,
encoding,value,24.99330158298835,31.004643167136237,2,1,Object_Sea_Solid_Small,-2,,,,,,,,,,,
encoding,attention,31.00477495812811,34.02306562499143,2,1,Object_Sea_Solid_Small,-2,-2,1,2.0784457919653505,,,,,,,,
encoding,fixation,34.02329337503761,35.27831475017592,3,1,Object_Land_Pattern_Large,-8,,,,,,,,,,,
encoding,image,35.27841916703619,36.29009912512265,3,1,Object_Land_Pattern_Large,-8,,,,,,,,,,,
encoding,value,36.29019695799798,42.306036667199805,3,1,Object_Land_Pattern_Large,-8,,,,,,,,,,,
encoding,attention,42.306133250007406,45.324973333161324,3,1,Object_Land_Pattern_Large,-8,-8,1,1.8010383339133114,,,,,,,,
encoding,fixation,45.32512129214592,45.83014070801437,4,1,Animal_Sea_Solid_Small,-4,,,,,,,,,,,
encoding,image,45.83023325004615,46.842024667188525,4,1,Animal_Sea_Solid_Small,-4,,,,,,,,,,,
encoding,value,46.842135542072356,52.855140042025596,4,1,Animal_Sea_Solid_Small,-4,,,,,,,,,,,
encoding,attention,52.85530291707255,55.87568362499587,4,1,Animal_Sea_Solid_Small,-4,-4,1,1.1474480000324547,,,,,,,,
encoding,fixation,55.87586029199883,56.8811735000927,5,1,Animal_Land_Pattern_Large,5,,,,,,,,,,,
encoding,image,56.88129495806061,57.892001333180815,5,1,Animal_Land_Pattern_Large,5,,,,,,,,,,,
encoding,value,57.89216720801778,63.9044997501187,5,1,Animal_Land_Pattern_Large,5,,,,,,,,,,,
encoding,attention,63.90462958300486,66.96597450016998,5,1,Animal_Land_Pattern_Large,5,+5,1,0.8636367500294,,,,,,,,
encoding,fixation,66.96613650000654,67.97131758299656,6,1,Animal_Sea_Pattern_Large,2,,,,,,,,,,,
encoding,image,67.97142462502234,68.9818015419878,6,1,Animal_Sea_Pattern_Large,2,,,,,,,,,,,
encoding,value,68.98188800015487,74.99294550018385,6,1,Animal_Sea_Pattern_Large,2,,,,,,,,,,,
encoding,attention,74.99305241717957,78.00937758316286,6,1,Animal_Sea_Pattern_Large,2,+2,1,1.1657390838954598,,,,,,,,
n-back,,,,1,1,,,,1,None,C,False,None,,,,,
n-back,,,,2,1,,,,1,None,X,False,None,,,,,
n-back,,,,3,1,,,,1,1.036880083847791,C,True,1,,,,,
