phase,event,onset,offset,trial_number,game,image,outcome,choice,correct,rt,letter,match,response,option,true_value,true_position,recalled_position,
encoding,fixation,24.403955250047147,24.916112166945823,1,1,Object_Sea_Solid_Large,-1,,,,,,,,,,,
encoding,image,24.91629974998068,25.93312187504489,1,1,Object_Sea_Solid_Large,-1,,,,,,,,,,,
encoding,value,25.933238417026587,31.947719541960396,1,1,Object_Sea_Solid_Large,-1,,,,,,,,,,,
encoding,attention,31.94789499999024,34.96607145899907,1,1,Object_Sea_Solid_Large,-1,-1,1,1.1011984589276835,,,,,,,,
encoding,fixation,34.966236499953084,35.97176833404228,2,1,Animal_Land_Solid_Small,-5,,,,,,,,,,,
encoding,image,35.97189212497324,36.9832460420439,2,1,Animal_Land_Solid_Small,-5,,,,,,,,,,,
encoding,value,36.98335637501441,42.99483245902229,2,1,Animal_Land_Solid_Small,-5,,,,,,,,,,,
encoding,attention,42.994935041991994,46.01231749996077,2,1,Animal_Land_Solid_Small,-5,-5,1,0.9719480000203475,,,,,,,,
encoding,fixation,46.012480166973546,46.51755166705698,3,1,Object_Sea_Pattern_Large,-3,,,,,,,,,,,
encoding,image,46.517652875045314,47.528165417024866,3,1,Object_Sea_Pattern_Large,-3,,,,,,,,,,,
encoding,value,47.52829395898152,53.54110308398958,3,1,Object_Sea_Pattern_Large,-3,,,,,,,,,,,
encoding,attention,53.54122112505138,56.560155750019476,3,1,Object_Sea_Pattern_Large,-3,-3,1,1.12749291700311,,,,,,,,
encoding,fixation,56.56030291703064,57.565534292021766,4,1,Animal_Sea_Pattern_Small,5,,,,,,,,,,,
encoding,image,57.56573579204269,58.576918666949496,4,1,Animal_Sea_Pattern_Small,5,,,,,,,,,,,
encoding,value,58.5770388339879,64.58961716701742,4,1,Animal_Sea_Pattern_Small,5,,,,,,,,,,,
encoding,attention,64.58981191704515,67.60993841697928,4,1,Animal_Sea_Pattern_Small,5,+5,1,0.9659779169596732,,,,,,,,
encoding,fixation,67.61010187503416,68.365475708968,5,1,Animal_Land_Pattern_Large,1,,,,,,,,,,,
encoding,image,68.36558358394541,69.37646429205779,5,1,Animal_Land_Pattern_Large,1,,,,,,,,,,,
encoding,value,69.37658045894932,75.38831983401906,5,1,Animal_Land_Pattern_Large,1,,,,,,,,,,,
encoding,attention,75.38844054203946,78.4406238750089,5,1,Animal_Land_Pattern_Large,1,+1,1,0.8057126669446006,,,,,,,,
encoding,fixation,78.4407760000322,79.94597074994817,6,1,Object_Land_Solid_Small,3,,,,,,,,,,,
encoding,image,79.94610291696154,80.95712662499864,6,1,Object_Land_Solid_Small,3,,,,,,,,,,,
encoding,value,80.95724195905495,86.96856537496205,6,1,Object_Land_Solid_Small,3,,,,,,,,,,,
encoding,attention,86.96869108395185,89.98550220904872,6,1,Object_Land_Solid_Small,3,+3,1,1.1585360409226269,,,,,,,,
n-back,,,,1,1,,,,1,None,Z,False,None,,,,,
n-back,,,,2,1,,,,1,None,X,False,None,,,,,
n-back,,,,3,1,,,,1,None,B,False,None,,,,,
n-back,,,,4,1,,,,0,0.7319414999801666,V,False,1,,,,,
n-back,,,,5,1,,,,0,None,B,True,None,,,,,
n-back,,,,6,1,,,,1,0.7782284580171108,V,True,1,,,,,
n-back,,,,7,1,,,,1,None,C,False,None,,,,,
n-back,,,,8,1,,,,1,None,N,False,None,,,,,
n-back,,,,9,1,,,,1,None,B,False,None,,,,,
n-back,,,,10,1,,,,1,1.246989291976206,N,True,1,,,,,
n-back,,,,11,1,,,,1,None,C,False,None,,,,,
n-back,,,,12,1,,,,1,None,V,False,None,,,,,
n-back,,,,13,1,,,,1,None,B,False,None,,,,,
n-back,,,,14,1,,,,1,0.7273711250163615,V,True,1,,,,,
n-back,,,,15,1,,,,1,None,C,False,None,,,,,
n-back,,,,16,1,,,,1,None,X,False,None,,,,,
n-back,,,,17,1,,,,1,None,X,False,None,,,,,
n-back,,,,18,1,,,,1,0.6826893329853192,X,True,1,,,,,
n-back,,,,19,1,,,,1,None,V,False,None,,,,,
n-back,,,,20,1,,,,0,None,X,True,None,,,,,
n-back,,,,21,1,,,,1,None,N,False,None,,,,,
n-back,,,,22,1,,,,1,None,N,False,None,,,,,
n-back,,,,23,1,,,,1,None,B,False,None,,,,,
n-back,,,,24,1,,,,1,0.6011634999886155,N,True,1,,,,,
n-back,,,,25,1,,,,1,None,N,False,None,,,,,
n-back,,,,26,1,,,,1,0.7169764999998733,N,True,1,,,,,
n-back,,,,27,1,,,,0,None,N,True,None,,,,,
n-back,,,,28,1,,,,0,None,N,True,None,,,,,
n-back,,,,29,1,,,,1,None,V,False,None,,,,,
n-back,,,,30,1,,,,1,None,V,False,None,,,,,
choice,fixation,185.11409112496767,185.873383459053,1,1,,,,,,,,,Large,,,,
choice,option,185.88251499994658,186.98924558400176,1,1,,,,,,,,,Large,,,,
choice,choice,186.98937650001608,195.18425820895936,1,1,,,2,1,7.184989625005983,,,,Large,,,,
choice,fixation,195.18439158401452,196.43960437504575,2,1,,,,,,,,,Small,,,,
choice,option,196.44908754201606,197.47697208402678,2,1,,,,,,,,,Small,,,,
choice,choice,197.4770910840016,201.55165720905643,2,1,,,1,1,3.065139290993102,,,,Small,,,,
choice,fixation,201.55180845898576,202.05684791703243,3,1,,,,,,,,,Sea,,,,
choice,option,202.06497554201633,203.09200816694647,3,1,,,,,,,,,Sea,,,,
choice,choice,203.09220245899633,218.400218334049,3,1,,,1,1,14.29742104106117,,,,Sea,,,,
choice,fixation,218.40035970904864,218.9067200840218,4,1,,,,,,,,,Land,,,,
choice,option,218.9154112089891,219.9433668339625,4,1,,,,,,,,,Land,,,,
choice,choice,219.94349824998062,229.03290183399804,4,1,,,1,0,8.078870333964005,,,,Land,,,,
choice,fixation,229.03310949995648,230.03818625002168,5,1,,,,,,,,,Animal,,,,
choice,option,230.04738241701853,231.07518433395308,5,1,,,,,,,,,Animal,,,,
choice,choice,231.07530129200313,235.8885216669878,5,1,,,2,0,3.8034982919925824,,,,Animal,,,,
choice,fixation,235.8886977089569,237.1438761249883,6,1,,,,,,,,,Solid,,,,
choice,option,237.15333550004289,238.1799609590089,6,1,,,,,,,,,Solid,,,,
choice,choice,238.1800720000174,251.91340520896483,6,1,,,2,1,12.722395790973678,,,,Solid,,,,
choice,fixation,251.91354029194918,253.16854583402164,7,1,,,,,,,,,Object,,,,
choice,option,253.17814033397008,254.20616495900322,7,1,,,,,,,,,Object,,,,
choice,choice,254.20629641704727,257.16648508398794,7,1,,,2,1,1.9508719580480829,,,,Object,,,,
choice,fixation,257.16661624994595,258.4215245000087,8,1,,,,,,,,,Pattern,,,,
choice,option,258.4309498750372,259.4583439589478,8,1,,,,,,,,,Pattern,,,,
choice,choice,259.45844662503805,267.91098904202227,8,1,,,1,1,7.442949291085824,,,,Pattern,,,,
memory,free_recall,324.03584366699215,368.34495212498587,0,1,,,,,,,,,,,,,
memory,value_recall,413.305470625055,424.2112756250426,1,1,Object_Sea_Pattern_Large,,,,10.901532542076893,,,,,-3,,,
memory,value_recall,425.7597897920059,429.6219771669712,2,1,Animal_Sea_Pattern_Small,,,,3.858077749959193,,,,,5,,,
memory,value_recall,431.17013116704766,438.5628770419862,3,1,Object_Land_Solid_Small,,,,7.38816212490201,,,,,3,,,
memory,value_recall,439.6098405419616,441.64952708396595,4,1,Animal_Land_Pattern_Large,,,,2.0360782920615748,,,,,1,,,
memory,value_recall,443.6965178749524,447.0048392920289,5,1,Animal_Land_Solid_Small,,,,3.3041968749603257,,,,,-5,,,
