phase,event,onset,offset,trial_number,game,image,outcome,choice,correct,rt,letter,match,response,option,true_value,true_position,recalled_position,
encoding,fixation,18.8612102920888,20.37825629208237,1,1,Animal_Land_Pattern_Large,5,,,,,,,,,,,
encoding,image,20.37838962499518,21.398648417089134,1,1,Animal_Land_Pattern_Large,5,,,,,,,,,,,
encoding,value,21.398778000031598,27.414479917031713,1,1,Animal_Land_Pattern_Large,5,,,,,,,,,,,
encoding,attention,27.41465745808091,30.432047792011872,1,1,Animal_Land_Pattern_Large,5,+5,1,1.2127481669886038,,,,,,,,
encoding,fixation,30.432210957980715,31.187216666992754,2,1,Object_Land_Solid_Large,-1,,,,,,,,,,,
encoding,image,31.18730987503659,32.19722679199185,2,1,Object_Land_Solid_Large,-1,,,,,,,,,,,
encoding,value,32.19732337503228,38.20847358298488,2,1,Object_Land_Solid_Large,-1,,,,,,,,,,,
encoding,attention,38.20859841699712,41.22676662507001,2,1,Object_Land_Solid_Large,-1,-1,1,0.7051691659726202,,,,,,,,
encoding,fixation,41.2269238330191,41.98200841702055,3,1,Object_Land_Solid_Small,-5,,,,,,,,,,,
encoding,image,41.98213916702662,42.99309508304577,3,1,Object_Land_Solid_Small,-5,,,,,,,,,,,
encoding,value,42.99320174998138,49.0048492080532,3,1,Object_Land_Solid_Small,-5,,,,,,,,,,,
encoding,attention,49.00497754209209,52.02509795804508,3,1,Object_Land_Solid_Small,-5,-5,1,0.5969998750369996,,,,,,,,
encoding,fixation,52.02524800004903,53.530207542004064,4,1,Animal_Sea_Pattern_Large,1,,,,,,,,,,,
encoding,image,53.53033320803661,54.540701333084144,4,1,Animal_Sea_Pattern_Large,1,,,,,,,,,,,
encoding,value,54.54082583298441,60.55172008299269,4,1,Animal_Sea_Pattern_Large,1,,,,,,,,,,,
encoding,attention,60.55183287500404,63.56831195799168,4,1,Animal_Sea_Pattern_Large,1,+1,1,0.6421320419758558,,,,,,,,
encoding,fixation,63.568451333092526,64.32349154201802,5,1,Animal_Sea_Pattern_Small,-7,,,,,,,,,,,
encoding,image,64.32360200001858,65.33468924998306,5,1,Animal_Sea_Pattern_Small,-7,,,,,,,,,,,
encoding,value,65.33479220804293,71.34663679206278,5,1,Animal_Sea_Pattern_Small,-7,,,,,,,,,,,
encoding,attention,71.34674191707745,74.36391237506177,5,1,Animal_Sea_Pattern_Small,-7,-7,1,2.287173166987486,,,,,,,,
encoding,fixation,74.36406250006985,75.62313133303542,6,1,Object_Sea_Solid_Small,7,,,,,,,,,,,
encoding,image,75.62325325002894,76.63367941707838,6,1,Object_Sea_Solid_Small,7,,,,,,,,,,,
encoding,value,76.633805999998,82.64376937504858,6,1,Object_Sea_Solid_Small,7,,,,,,,,,,,
encoding,attention,82.64387312508188,85.69639766705222,6,1,Object_Sea_Solid_Small,7,+7,1,2.044555750093423,,,,,,,,
n-back,,,,1,1,,,,1,None,B,False,None,,,,,
n-back,,,,2,1,,,,0,None,B,True,None,,,,,
n-back,,,,3,1,,,,1,0.8573293749941513,B,True,1,,,,,
n-back,,,,4,1,,,,1,None,V,False,None,,,,,
n-back,,,,5,1,,,,1,None,N,False,None,,,,,
n-back,,,,6,1,,,,1,None,B,False,None,,,,,
n-back,,,,7,1,,,,1,None,Z,False,None,,,,,
n-back,,,,8,1,,,,1,0.8125580409541726,B,True,1,,,,,
n-back,,,,9,1,,,,1,None,X,False,None,,,,,
n-back,,,,10,1,,,,0,0.9046731250127777,X,False,1,,,,,
n-back,,,,11,1,,,,1,0.6868762499652803,X,True,1,,,,,
n-back,,,,12,1,,,,1,None,Z,False,None,,,,,
n-back,,,,13,1,,,,1,None,V,False,None,,,,,
