phase,event,onset,offset,trial_number,game,image,outcome,choice,correct,rt,letter,match,response,option,true_value,true_position,recalled_position,
encoding,fixation,7.916741790948436,9.427466082968749,1,1,Object_Sea_Pattern_Small,-8,,,,,,,,,,,
encoding,image,9.427631041035056,10.44484074995853,1,1,Object_Sea_Pattern_Small,-8,,,,,,,,,,,
encoding,value,10.44496049999725,16.45943204103969,1,1,Object_Sea_Pattern_Small,-8,,,,,,,,,,,
encoding,attention,16.459557499969378,19.477470290963538,1,1,Object_Sea_Pattern_Small,-8,-8,1,2.449351750081405,,,,,,,,
encoding,fixation,19.477648625033908,19.982635083026253,2,1,Animal_Sea_Pattern_Large,5,,,,,,,,,,,
encoding,image,19.98275529104285,20.992174666025676,2,1,Animal_Sea_Pattern_Large,5,,,,,,,,,,,
encoding,value,20.99230808299035,27.003644624957815,2,1,Animal_Sea_Pattern_Large,5,,,,,,,,,,,
encoding,attention,27.003766166046262,30.02201758301817,2,1,Animal_Sea_Pattern_Large,5,+5,1,0.9395730829564855,,,,,,,,
encoding,fixation,30.022171541000716,31.027514875051565,3,1,Object_Land_Solid_Small,-2,,,,,,,,,,,
encoding,image,31.027727582957596,32.03854241594672,3,1,Object_Land_Solid_Small,-2,,,,,,,,,,,
encoding,value,32.03868383297231,38.050964958034456,3,1,Object_Land_Solid_Small,-2,,,,,,,,,,,
encoding,attention,38.051093250047415,41.06964079104364,3,1,Object_Land_Solid_Small,-2,-2,1,2.021748667000793,,,,,,,,
encoding,fixation,41.06978733302094,41.824674915988,4,1,Animal_Land_Solid_Large,-1,,,,,,,,,,,
encoding,image,41.82478374999482,42.836291415966116,4,1,Animal_Land_Solid_Large,-1,,,,,,,,,,,
encoding,value,42.836406165966764,48.84934420802165,4,1,Animal_Land_Solid_Large,-1,,,,,,,,,,,
encoding,attention,48.84944508294575,51.867653082939796,4,1,Animal_Land_Solid_Large,-1,-1,1,1.5794632920296863,,,,,,,,
encoding,fixation,51.86787358298898,53.12284795800224,5,1,Object_Land_Pattern_Small,8,,,,,,,,,,,
encoding,image,53.122950957971625,54.13494545803405,5,1,Object_Land_Pattern_Small,8,,,,,,,,,,,
encoding,value,54.13505016604904,60.14639550005086,5,1,Object_Land_Pattern_Small,8,,,,,,,,,,,
encoding,attention,60.14662158302963,63.20099516597111,5,1,Object_Land_Pattern_Small,8,+8,1,1.709352832986042,,,,,,,,
encoding,fixation,63.20114675001241,63.956126083037816,6,1,Animal_Sea_Solid_Large,2,,,,,,,,,,,
encoding,image,63.956296500051394,64.96798666601535,6,1,Animal_Sea_Solid_Large,2,,,,,,,,,,,
encoding,value,64.96808791602962,70.97939899994526,6,1,Animal_Sea_Solid_Large,2,,,,,,,,,,,
encoding,attention,70.97954404097982,73.99632054101676,6,1,Animal_Sea_Solid_Large,2,+2,1,2.9467844169121236,,,,,,,,
n-back,,,,1,1,,,,0,None,N,True,None,,,,,
n-back,,,,2,1,,,,1,None,B,False,None,,,,,
n-back,,,,3,1,,,,1,None,B,False,None,,,,,
n-back,,,,4,1,,,,1,0.663495208020322,B,True,1,,,,,
n-back,,,,5,1,,,,1,None,N,False,None,,,,,
n-back,,,,6,1,,,,1,None,X,False,None,,,,,
n-back,,,,7,1,,,,1,0.6828208339866251,N,True,1,,,,,
n-back,,,,8,1,,,,1,None,V,False,None,,,,,
n-back,,,,9,1,,,,1,None,X,False,None,,,,,
n-back,,,,10,1,,,,1,None,Z,False,None,,,,,
n-back,,,,11,1,,,,1,0.510612832964398,X,True,1,,,,,
n-back,,,,12,1,,,,1,None,B,False,None,,,,,
n-back,,,,13,1,,,,1,None,V,False,None,,,,,
n-back,,,,14,1,,,,1,None,N,False,None,,,,,
n-back,,,,15,1,,,,1,0.473939000046812,V,True,1,,,,,
n-back,,,,16,1,,,,1,None,V,False,None,,,,,
n-back,,,,17,1,,,,0,None,V,True,None,,,,,
n-back,,,,18,1,,,,1,None,B,False,None,,,,,
n-back,,,,19,1,,,,1,None,B,False,None,,,,,
n-back,,,,20,1,,,,1,0.5771029579918832,B,True,1,,,,,
n-back,,,,21,1,,,,1,None,X,False,None,,,,,
n-back,,,,22,1,,,,1,None,N,False,None,,,,,
n-back,,,,23,1,,,,1,None,B,False,None,,,,,
n-back,,,,24,1,,,,1,0.6178799999179319,N,True,1,,,,,
n-back,,,,25,1,,,,1,None,N,False,None,,,,,
n-back,,,,26,1,,,,1,None,C,False,None,,,,,
n-back,,,,27,1,,,,1,0.521788917016238,N,True,1,,,,,
n-back,,,,28,1,,,,1,None,V,False,None,,,,,
n-back,,,,29,1,,,,0,None,N,True,None,,,,,
n-back,,,,30,1,,,,1,None,Z,False,None,,,,,
choice,fixation,150.01882604102138,150.52455045795068,1,1,,,,,,,,,Sea,,,,
