phase,event,onset,offset,trial_number,game,image,outcome,choice,correct,rt,letter,match,response,option,true_value,true_position,recalled_position,
encoding,fixation,6.785940000001574,8.050319832982495,1,1,Object_Sea_Pattern_Large,-8,,,,,,,,,,,
encoding,image,8.050459833000787,9.070846624992555,1,1,Object_Sea_Pattern_Large,-8,,,,,,,,,,,
encoding,value,9.0709744579799,15.085846082976786,1,1,Object_Sea_Pattern_Large,-8,,,,,,,,,,,
encoding,attention,15.085954582988052,18.104464749980252,1,1,Object_Sea_Pattern_Large,-8,-8,1,2.3208540409978013,,,,,,,,
encoding,fixation,18.104621999984374,19.609526499989443,2,1,Animal_Land_Solid_Small,-2,,,,,,,,,,,
encoding,image,19.609641791001195,20.621110207983293,2,1,Animal_Land_Solid_Small,-2,,,,,,,,,,,
encoding,value,20.621222999994643,26.63330600000336,2,1,Animal_Land_Solid_Small,-2,,,,,,,,,,,
encoding,attention,26.63342170798569,29.655264290980995,2,1,Animal_Land_Solid_Small,-2,-2,1,0.9702641670010053,,,,,,,,
encoding,fixation,29.655418582988204,30.660718290979275,3,1,Animal_Sea_Pattern_Small,5,,,,,,,,,,,
encoding,image,30.660825540981023,31.67238995799562,3,1,Animal_Sea_Pattern_Small,5,,,,,,,,,,,
encoding,value,31.672500249987934,37.684715915995184,3,1,Animal_Sea_Pattern_Small,5,,,,,,,,,,,
encoding,attention,37.68481474998407,40.70479604098364,3,1,Animal_Sea_Pattern_Small,5,+5,1,0.6512268329970539,,,,,,,,
encoding,fixation,40.704953374981415,41.210160374990664,4,1,Object_Land_Solid_Large,8,,,,,,,,,,,
encoding,image,41.21025775000453,42.22090987500269,4,1,Object_Land_Solid_Large,8,,,,,,,,,,,
encoding,value,42.22102837500279,48.2320146659913,4,1,Object_Land_Solid_Large,8,,,,,,,,,,,
encoding,attention,48.23214245800045,51.24911449998035,4,1,Object_Land_Solid_Large,8,+8,1,1.1594367499928921,,,,,,,,
encoding,fixation,51.249263915990014,52.00429083299241,5,1,Animal_Sea_Solid_Large,-5,,,,,,,,,,,
encoding,image,52.00439754099352,53.01562583298073,5,1,Animal_Sea_Solid_Large,-5,,,,,,,,,,,
encoding,value,53.015756290988065,59.027308332995744,5,1,Animal_Sea_Solid_Large,-5,,,,,,,,,,,
encoding,attention,59.027515833004145,62.10026487498544,5,1,Animal_Sea_Solid_Large,-5,-5,1,1.7813516250171233,,,,,,,,
