phase,event,onset,offset,trial_number,game,image,outcome,choice,correct,rt,letter,match,response,option,true_value,true_position,recalled_position,
encoding,fixation,12.193425332894549,13.463657874846831,1,1,Animal_Land_Solid_Large,-2,,,,,,,,,,,
encoding,image,13.463801916921511,14.489210749976337,1,1,Animal_Land_Solid_Large,-2,,,,,,,,,,,
encoding,value,14.48931233305484,20.50572875002399,1,1,Animal_Land_Solid_Large,-2,,,,,,,,,,,
encoding,attention,20.505851791938767,23.5245644999668,1,1,Animal_Land_Solid_Large,-2,-2,1,2.41804137500003,,,,,,,,
encoding,fixation,23.524715417064726,25.029979625018314,2,1,Object_Sea_Solid_Small,4,,,,,,,,,,,
encoding,image,25.030073457863182,26.041371874976903,2,1,Object_Sea_Solid_Small,4,,,,,,,,,,,
encoding,value,26.04147420800291,32.05226079188287,2,1,Object_Sea_Solid_Small,4,,,,,,,,,,,
encoding,attention,32.05236866697669,35.06503399997018,2,1,Object_Sea_Solid_Small,4,None,None,None,,,,,,,,
encoding,fixation,35.06517208297737,36.570477874949574,3,1,Object_Sea_Solid_Large,7,,,,,,,,,,,
encoding,image,36.57058241707273,37.58255095803179,3,1,Object_Sea_Solid_Large,7,,,,,,,,,,,
encoding,value,37.58267216687091,43.595287249889225,3,1,Object_Sea_Solid_Large,7,,,,,,,,,,,
encoding,attention,43.59542024997063,46.614228249993175,3,1,Object_Sea_Solid_Large,7,+7,1,2.0789972918573767,,,,,,,,
encoding,fixation,46.61441216687672,47.869516582926735,4,1,Animal_Land_Pattern_Large,-3,,,,,,,,,,,
encoding,image,47.86963629187085,48.88218579185195,4,1,Animal_Land_Pattern_Large,-3,,,,,,,,,,,
encoding,value,48.88233337504789,54.89370391704142,4,1,Animal_Land_Pattern_Large,-3,,,,,,,,,,,
encoding,attention,54.89385062502697,57.912313082953915,4,1,Animal_Land_Pattern_Large,-3,-3,1,1.6072507910430431,,,,,,,,
encoding,fixation,57.91246633301489,58.41739204199985,5,1,Object_Sea_Pattern_Small,-8,,,,,,,,,,,
encoding,image,58.41750391689129,59.429044416872784,5,1,Object_Sea_Pattern_Small,-8,,,,,,,,,,,
encoding,value,59.42916620802134,65.44128250004724,5,1,Object_Sea_Pattern_Small,-8,,,,,,,,,,,
encoding,attention,65.44139024987817,68.50952004198916,5,1,Object_Sea_Pattern_Small,-8,-8,1,1.096686917124316,,,,,,,,
encoding,fixation,68.5096604169812,69.5151720000431,6,1,Animal_Land_Pattern_Small,3,,,,,,,,,,,
encoding,image,69.51527762506157,70.52616645791568,6,1,Animal_Land_Pattern_Small,3,,,,,,,,,,,
encoding,value,70.52627483289689,76.53742866707034,6,1,Animal_Land_Pattern_Small,3,,,,,,,,,,,
encoding,attention,76.53753558290191,79.55461458303034,6,1,Animal_Land_Pattern_Small,3,+3,1,0.8195283338427544,,,,,,,,
n-back,,,,1,1,,,,0,None,V,True,None,,,,,
n-back,,,,2,1,,,,0,None,B,True,None,,,,,
n-back,,,,3,1,,,,1,None,C,False,None,,,,,
n-back,,,,4,1,,,,1,None,V,False,None,,,,,
n-back,,,,5,1,,,,1,1.065664750058204,C,True,1,,,,,
n-back,,,,6,1,,,,1,None,X,False,None,,,,,
n-back,,,,7,1,,,,1,None,X,False,None,,,,,
n-back,,,,8,1,,,,1,None,B,False,None,,,,,
n-back,,,,9,1,,,,1,None,C,False,None,,,,,
n-back,,,,10,1,,,,1,0.7760010829661041,B,True,1,,,,,
n-back,,,,11,1,,,,1,None,X,False,None,,,,,
n-back,,,,12,1,,,,0,None,B,True,None,,,,,
n-back,,,,13,1,,,,1,0.5307390408124775,X,True,1,,,,,
